listing_id;star_rating;reviews_count;day
23700276;4.5;14;2018-09-27 08:03:53.265088
23700276;4.5;14;2018-09-26 21:17:25.073404
18824088;4.5;69;2018-09-27 08:03:53.265088
18824088;4.5;69;2018-09-26 21:17:25.073404
3728394;4.5;97;2018-09-27 08:03:53.265088
3728394;4.5;97;2018-09-26 21:17:25.073404
21381007;5;19;2018-09-27 08:03:53.265088
21381007;5;19;2018-09-26 21:17:25.073404
14752004;4.5;72;2018-09-27 08:03:53.265088
14752004;4.5;72;2018-09-26 21:17:25.073404
18691947;4;17;2018-09-27 08:03:53.265088
18691947;4;17;2018-09-26 21:17:25.073404
25993989;5;9;2018-09-27 08:03:53.265088
25993989;5;9;2018-09-26 21:17:25.073404
862407;5;179;2018-09-27 08:03:53.265088
862407;5;179;2018-09-26 21:17:25.073404
16890826;5;12;2018-09-27 08:03:53.265088
16890826;5;12;2018-09-26 21:17:25.073404
13912256;4.5;67;2018-09-27 08:03:53.265088
13912256;4.5;67;2018-09-26 21:17:25.073404
4983973;4.5;22;2018-09-27 08:03:53.265088
4983973;4.5;22;2018-09-26 21:17:25.073404
17466943;4.5;55;2018-09-27 08:03:53.265088
17466943;4.5;55;2018-09-26 21:17:25.073404
277555;5;167;2018-09-27 08:03:53.265088
277555;5;167;2018-09-26 21:17:25.073404
4669004;4.5;124;2018-09-27 08:03:53.265088
4669004;4.5;124;2018-09-26 21:17:25.073404
16401270;5;63;2018-09-27 08:03:53.265088
16401270;5;63;2018-09-26 21:17:25.073404
16644286;4.5;40;2018-09-27 08:03:53.265088
16644286;4.5;40;2018-09-26 21:17:25.073404
22187731;5;18;2018-09-27 08:03:53.265088
22187731;5;18;2018-09-26 21:17:25.073404
20590153;4.5;34;2018-09-27 08:03:53.265088
20590153;4.5;34;2018-09-26 21:17:25.073404
661961;4.5;221;2018-09-26 21:17:25.073404
25117497;5;24;2018-09-27 08:03:53.265088
25117497;5;24;2018-09-26 21:17:25.073404
14992207;4.5;5;2018-09-27 08:03:53.265088
14992207;4.5;5;2018-09-26 21:17:25.073404
25024350;4.5;30;2018-09-27 08:03:53.265088
25024350;4.5;30;2018-09-26 21:17:25.073404
1038815;5;52;2018-09-27 08:03:53.265088
1038815;5;52;2018-09-26 21:17:25.073404
22150965;5;14;2018-09-27 08:03:53.265088
22150965;5;14;2018-09-26 21:17:25.073404
6097562;4.5;76;2018-09-27 08:03:53.265088
6097562;4.5;76;2018-09-26 21:17:25.073404
19796151;5;119;2018-09-27 08:03:53.265088
19796151;5;119;2018-09-26 21:17:25.073404
3430844;4.5;76;2018-09-27 08:03:53.265088
3430844;4.5;76;2018-09-26 21:17:25.073404
23558211;4;16;2018-09-27 08:03:53.265088
23558211;4;16;2018-09-26 21:17:25.073404
16888539;4.5;11;2018-09-27 08:03:53.265088
16888539;4.5;11;2018-09-26 21:17:25.073404
451629;5;54;2018-09-27 08:03:53.265088
451629;5;54;2018-09-26 21:17:25.073404
6839715;4;4;2018-09-27 08:03:53.265088
6839715;4;4;2018-09-26 21:17:25.073404
23532976;4.5;6;2018-09-27 08:03:53.265088
23532976;4.5;6;2018-09-26 21:17:25.073404
603267;4.5;104;2018-09-27 08:03:53.265088
603267;4.5;104;2018-09-26 21:17:25.073404
6739175;5;15;2018-09-27 08:03:53.265088
6739175;5;15;2018-09-26 21:17:25.073404
13904782;5;102;2018-09-27 08:03:53.265088
13904782;5;102;2018-09-26 21:17:25.073404
10744247;4;50;2018-09-27 08:03:53.265088
10744247;4;50;2018-09-26 21:17:25.073404
1139385;4.5;17;2018-09-27 08:03:53.265088
1139385;4.5;17;2018-09-26 21:17:25.073404
16297346;5;83;2018-09-27 08:03:53.265088
16297346;5;83;2018-09-26 21:17:25.073404
18633461;4.5;56;2018-09-27 08:03:53.265088
18633461;4.5;56;2018-09-26 21:17:25.073404
3023839;4.5;34;2018-09-27 08:03:53.265088
3023839;4.5;34;2018-09-26 21:17:25.073404
1226049;4.5;65;2018-09-27 08:03:53.265088
1226049;4.5;65;2018-09-26 21:17:25.073404
20852933;4.5;42;2018-09-27 08:03:53.265088
20852933;4.5;42;2018-09-26 21:17:25.073404
447208;5;48;2018-09-27 08:03:53.265088
447208;5;48;2018-09-26 21:17:25.073404
15392759;4.5;75;2018-09-27 08:03:53.265088
15392759;4.5;75;2018-09-26 21:17:25.073404
1102053;4.5;12;2018-09-27 08:03:53.265088
1102053;4.5;12;2018-09-26 21:17:25.073404
21362432;5;20;2018-09-27 08:03:53.265088
21362432;5;20;2018-09-26 21:17:25.073404
9367678;4.5;60;2018-09-27 08:03:53.265088
9367678;4.5;60;2018-09-26 21:17:25.073404
2530770;5;21;2018-09-27 08:03:53.265088
2530770;5;21;2018-09-26 21:17:25.073404
20892078;4;22;2018-09-27 08:03:53.265088
20892078;4;22;2018-09-26 21:17:25.073404
15655780;4.5;120;2018-09-27 08:03:53.265088
15655780;4.5;120;2018-09-26 21:17:25.073404
892158;4.5;196;2018-09-27 08:03:53.265088
892158;4.5;196;2018-09-26 21:17:25.073404
17010159;4.5;25;2018-09-27 08:03:53.265088
17010159;4.5;25;2018-09-26 21:17:25.073404
26054239;5;5;2018-09-27 08:03:53.265088
26054239;5;5;2018-09-26 21:17:25.073404
2823976;5;51;2018-09-27 08:03:53.265088
2823976;5;51;2018-09-26 21:17:25.073404
24586584;5;13;2018-09-27 08:03:53.265088
24586584;5;13;2018-09-26 21:17:25.073404
4470737;4.5;94;2018-09-27 08:03:53.265088
4470737;4.5;94;2018-09-26 21:17:25.073404
7313826;5;32;2018-09-27 08:03:53.265088
7313826;5;32;2018-09-26 21:17:25.073404
17180482;4.5;69;2018-09-27 08:03:53.265088
17180482;4.5;69;2018-09-26 21:17:25.073404
9144409;4;73;2018-09-27 08:03:53.265088
9144409;4;73;2018-09-26 21:17:25.073404
22994483;5;30;2018-09-27 08:03:53.265088
22994483;5;30;2018-09-26 21:17:25.073404
24617513;4;8;2018-09-27 08:03:53.265088
24617513;4;8;2018-09-26 21:17:25.073404
7936602;4;17;2018-09-27 08:03:53.265088
7936602;4;17;2018-09-26 21:17:25.073404
18745056;5;20;2018-09-27 08:03:53.265088
18745056;5;20;2018-09-26 21:17:25.073404
26050143;4;6;2018-09-27 08:03:53.265088
26050143;4;6;2018-09-26 21:17:25.073404
6978963;4.5;30;2018-09-27 08:03:53.265088
6978963;4.5;30;2018-09-26 21:17:25.073404
5998911;5;7;2018-09-27 08:03:53.265088
5998911;5;7;2018-09-26 21:17:25.073404
289572;4;19;2018-09-27 08:03:53.265088
289572;4;19;2018-09-26 21:17:25.073404
7571648;4.5;36;2018-09-27 08:03:53.265088
7571648;4.5;36;2018-09-26 21:17:25.073404
1409619;5;27;2018-09-27 08:03:53.265088
1409619;5;27;2018-09-26 21:17:25.073404
21808589;4.5;8;2018-09-27 08:03:53.265088
21808589;4.5;8;2018-09-26 21:17:25.073404
18652981;5;22;2018-09-27 08:03:53.265088
18652981;5;22;2018-09-26 21:17:25.073404
1399821;4.5;75;2018-09-27 08:03:53.265088
1399821;4.5;75;2018-09-26 21:17:25.073404
1204369;4.5;172;2018-09-27 08:03:53.265088
1204369;4.5;172;2018-09-26 21:17:25.073404
20031427;5;9;2018-09-27 08:03:53.265088
20031427;5;9;2018-09-26 21:17:25.073404
9500785;4.5;55;2018-09-27 08:03:53.265088
9500785;4.5;55;2018-09-26 21:17:25.073404
2359875;4.5;49;2018-09-27 08:03:53.265088
2359875;4.5;49;2018-09-26 21:17:25.073404
1711246;5;137;2018-09-27 08:03:53.265088
1711246;5;137;2018-09-26 21:17:25.073404
25899803;3.5;3;2018-09-27 08:03:53.265088
25899803;3.5;3;2018-09-26 21:17:25.073404
8480521;4.5;89;2018-09-27 08:03:53.265088
8480521;4.5;89;2018-09-26 21:17:25.073404
170599;5;12;2018-09-27 08:03:53.265088
170599;5;12;2018-09-26 21:17:25.073404
19266707;4.5;12;2018-09-27 08:03:53.265088
19266707;4.5;12;2018-09-26 21:17:25.073404
452822;5;69;2018-09-27 08:03:53.265088
452822;5;69;2018-09-26 21:17:25.073404
12843238;5;53;2018-09-27 08:03:53.265088
12843238;5;53;2018-09-26 21:17:25.073404
23179840;5;37;2018-09-26 21:17:25.073404
12960358;5;6;2018-09-27 08:03:53.265088
12960358;5;6;2018-09-26 21:17:25.073404
21855122;5;11;2018-09-27 08:03:53.265088
21855122;5;11;2018-09-26 21:17:25.073404
12392510;4.5;18;2018-09-27 08:03:53.265088
12392510;4.5;18;2018-09-26 21:17:25.073404
11984821;5;105;2018-09-27 08:03:53.265088
11984821;5;105;2018-09-26 21:17:25.073404
24599457;4.5;14;2018-09-27 08:03:53.265088
24599457;4.5;14;2018-09-26 21:17:25.073404
20926157;5;57;2018-09-27 08:03:53.265088
20926157;5;57;2018-09-26 21:17:25.073404
15954352;4;7;2018-09-27 08:03:53.265088
15954352;4;7;2018-09-26 21:17:25.073404
22272877;5;74;2018-09-27 08:03:53.265088
22272877;5;74;2018-09-26 21:17:25.073404
27624093;4.5;6;2018-09-27 08:03:53.265088
27624093;4.5;6;2018-09-26 21:17:25.073404
1390849;5;54;2018-09-27 08:03:53.265088
1390849;5;54;2018-09-26 21:17:25.073404
26555069;4.5;6;2018-09-27 08:03:53.265088
26555069;4.5;6;2018-09-26 21:17:25.073404
25160029;5;7;2018-09-27 08:03:53.265088
25160029;5;7;2018-09-26 21:17:25.073404
27986775;4.5;3;2018-09-27 08:03:53.265088
27986775;4.5;3;2018-09-26 21:17:25.073404
15645282;5;81;2018-09-27 08:03:53.265088
15645282;5;81;2018-09-26 21:17:25.073404
19855401;5;14;2018-09-27 08:03:53.265088
19855401;5;14;2018-09-26 21:17:25.073404
19373778;4.5;14;2018-09-27 08:03:53.265088
19373778;4.5;14;2018-09-26 21:17:25.073404
24806198;5;16;2018-09-27 08:03:53.265088
24806198;5;16;2018-09-26 21:17:25.073404
27106213;4;7;2018-09-27 08:03:53.265088
27106213;4;7;2018-09-26 21:17:25.073404
2804962;4.5;135;2018-09-27 08:03:53.265088
2804962;4.5;135;2018-09-26 21:17:25.073404
6642130;5;15;2018-09-27 08:03:53.265088
6642130;5;15;2018-09-26 21:17:25.073404
10795313;5;8;2018-09-27 08:03:53.265088
10795313;5;8;2018-09-26 21:17:25.073404
13489341;3.5;5;2018-09-27 08:03:53.265088
13489341;3.5;5;2018-09-26 21:17:25.073404
595610;5;181;2018-09-27 08:03:53.265088
595610;5;181;2018-09-26 21:17:25.073404
6472251;4.5;3;2018-09-27 08:03:53.265088
6472251;4.5;3;2018-09-26 21:17:25.073404
9072020;4.5;143;2018-09-27 08:03:53.265088
9072020;4.5;143;2018-09-26 21:17:25.073404
25718810;2.5;3;2018-09-27 08:03:53.265088
25718810;2.5;3;2018-09-26 21:17:25.073404
23636918;5;7;2018-09-27 08:03:53.265088
23636918;5;7;2018-09-26 21:17:25.073404
6351188;4;8;2018-09-27 08:03:53.265088
6351188;4;8;2018-09-26 21:17:25.073404
10884388;5;55;2018-09-27 08:03:53.265088
10884388;5;55;2018-09-26 21:17:25.073404
10700852;4.5;24;2018-09-27 08:03:53.265088
10700852;4.5;24;2018-09-26 21:17:25.073404
5467108;4.5;15;2018-09-27 08:03:53.265088
5467108;4.5;15;2018-09-26 21:17:25.073404
1367612;4;227;2018-09-27 08:03:53.265088
1367612;4;227;2018-09-26 21:17:25.073404
24771427;4.5;19;2018-09-27 08:03:53.265088
24771427;4.5;19;2018-09-26 21:17:25.073404
2461466;5;9;2018-09-27 08:03:53.265088
2461466;5;9;2018-09-26 21:17:25.073404
13652841;4.5;55;2018-09-27 08:03:53.265088
13652841;4.5;55;2018-09-26 21:17:25.073404
8981026;4.5;28;2018-09-27 08:03:53.265088
8981026;4.5;28;2018-09-26 21:17:25.073404
8448023;5;40;2018-09-27 08:03:53.265088
8448023;5;40;2018-09-26 21:17:25.073404
15881321;4.5;7;2018-09-26 21:17:25.073404
7039564;4.5;18;2018-09-27 08:03:53.265088
7039564;4.5;18;2018-09-26 21:17:25.073404
26748627;5;9;2018-09-27 08:03:53.265088
26748627;5;9;2018-09-26 21:17:25.073404
2760689;4;35;2018-09-27 08:03:53.265088
2760689;4;35;2018-09-26 21:17:25.073404
5741322;4.5;6;2018-09-27 08:03:53.265088
5741322;4.5;6;2018-09-26 21:17:25.073404
24959985;5;15;2018-09-27 08:03:53.265088
24959985;5;15;2018-09-26 21:17:25.073404
14884836;5;9;2018-09-27 08:03:53.265088
14884836;5;9;2018-09-26 21:17:25.073404
19652272;4.5;6;2018-09-27 08:03:53.265088
19652272;4.5;6;2018-09-26 21:17:25.073404
16852946;5;36;2018-09-27 08:03:53.265088
16852946;5;36;2018-09-26 21:17:25.073404
17757345;4.5;130;2018-09-27 08:03:53.265088
17757345;4.5;130;2018-09-26 21:17:25.073404
8734243;4.5;5;2018-09-27 08:03:53.265088
8734243;4.5;5;2018-09-26 21:17:25.073404
1176558;4.5;16;2018-09-27 08:03:53.265088
1176558;4.5;16;2018-09-26 21:17:25.073404
1234750;4.5;19;2018-09-27 08:03:53.265088
1234750;4.5;19;2018-09-26 21:17:25.073404
1638909;4.5;54;2018-09-27 08:03:53.265088
1638909;4.5;54;2018-09-26 21:17:25.073404
22447783;4.5;28;2018-09-27 08:03:53.265088
22447783;4.5;28;2018-09-26 21:17:25.073404
24674724;4.5;8;2018-09-27 08:03:53.265088
24674724;4.5;8;2018-09-26 21:17:25.073404
18136186;5;21;2018-09-27 08:03:53.265088
18136186;5;21;2018-09-26 21:17:25.073404
4422043;4.5;168;2018-09-27 08:03:53.265088
4422043;4.5;168;2018-09-26 21:17:25.073404
916839;4.5;10;2018-09-27 08:03:53.265088
916839;4.5;10;2018-09-26 21:17:25.073404
25702020;5;6;2018-09-26 21:17:25.073404
4543265;4.5;65;2018-09-27 08:03:53.265088
4543265;4.5;65;2018-09-26 21:17:25.073404
4716092;4.5;203;2018-09-27 08:03:53.265088
4716092;4.5;203;2018-09-26 21:17:25.073404
3063827;4.5;6;2018-09-27 08:03:53.265088
3063827;4.5;6;2018-09-26 21:17:25.073404
17323590;4.5;6;2018-09-27 08:03:53.265088
17323590;4.5;6;2018-09-26 21:17:25.073404
10348364;5;15;2018-09-27 08:03:53.265088
10348364;5;15;2018-09-26 21:17:25.073404
21020472;5;44;2018-09-27 08:03:53.265088
21020472;5;44;2018-09-26 21:17:25.073404
27259692;5;20;2018-09-27 08:03:53.265088
27259692;5;20;2018-09-26 21:17:25.073404
15701977;4.5;71;2018-09-27 08:03:53.265088
15701977;4.5;71;2018-09-26 21:17:25.073404
22541564;4;9;2018-09-27 08:03:53.265088
22541564;4;9;2018-09-26 21:17:25.073404
2040791;5;218;2018-09-27 08:03:53.265088
2040791;5;218;2018-09-26 21:17:25.073404
9867585;5;11;2018-09-27 08:03:53.265088
9867585;5;11;2018-09-26 21:17:25.073404
27593739;5;5;2018-09-27 08:03:53.265088
27593739;5;5;2018-09-26 21:17:25.073404
23582053;4.5;13;2018-09-27 08:03:53.265088
23582053;4.5;13;2018-09-26 21:17:25.073404
25802009;4;9;2018-09-27 08:03:53.265088
25802009;4;9;2018-09-26 21:17:25.073404
3178766;3.5;6;2018-09-27 08:03:53.265088
3178766;3.5;6;2018-09-26 21:17:25.073404
26882246;4;10;2018-09-27 08:03:53.265088
26882246;4;10;2018-09-26 21:17:25.073404
4723054;5;25;2018-09-27 08:03:53.265088
4723054;5;25;2018-09-26 21:17:25.073404
24248060;5;17;2018-09-26 21:17:25.073404
7424001;4.5;80;2018-09-27 08:03:53.265088
7424001;4.5;80;2018-09-26 21:17:25.073404
24110117;5;10;2018-09-27 08:03:53.265088
24110117;5;10;2018-09-26 21:17:25.073404
762171;5;59;2018-09-27 08:03:53.265088
762171;5;59;2018-09-26 21:17:25.073404
11474242;5;16;2018-09-27 08:03:53.265088
11474242;5;16;2018-09-26 21:17:25.073404
9936603;5;7;2018-09-27 08:03:53.265088
9936603;5;7;2018-09-26 21:17:25.073404
21834854;4.5;28;2018-09-27 08:03:53.265088
21834854;4.5;28;2018-09-26 21:17:25.073404
757733;5;32;2018-09-27 08:03:53.265088
757733;5;32;2018-09-26 21:17:25.073404
262557;4.5;100;2018-09-27 08:03:53.265088
262557;4.5;99;2018-09-26 21:17:25.073404
18423732;5;20;2018-09-27 08:03:53.265088
18423732;5;20;2018-09-26 21:17:25.073404
19377935;5;5;2018-09-27 08:03:53.265088
19377935;5;5;2018-09-26 21:17:25.073404
26373765;5;5;2018-09-27 08:03:53.265088
26373765;5;5;2018-09-26 21:17:25.073404
1070274;5;366;2018-09-27 08:03:53.265088
1070274;5;366;2018-09-26 21:17:25.073404
6238043;4;25;2018-09-27 08:03:53.265088
6238043;4;25;2018-09-26 21:17:25.073404
18762365;4;55;2018-09-27 08:03:53.265088
18762365;4;55;2018-09-26 21:17:25.073404
1309152;5;18;2018-09-27 08:03:53.265088
1309152;5;18;2018-09-26 21:17:25.073404
10099626;5;6;2018-09-27 08:03:53.265088
10099626;5;6;2018-09-26 21:17:25.073404
19580829;3.5;20;2018-09-27 08:03:53.265088
19580829;3.5;20;2018-09-26 21:17:25.073404
6666647;4.5;64;2018-09-27 08:03:53.265088
6666647;4.5;64;2018-09-26 21:17:25.073404
27843624;4.5;9;2018-09-27 08:03:53.265088
27843624;4.5;8;2018-09-26 21:17:25.073404
2588319;4.5;5;2018-09-27 08:03:53.265088
2588319;4.5;5;2018-09-26 21:17:25.073404
1185329;4;79;2018-09-27 08:03:53.265088
1185329;4;79;2018-09-26 21:17:25.073404
18817417;4.5;33;2018-09-27 08:03:53.265088
18817417;4.5;33;2018-09-26 21:17:25.073404
24239065;5;7;2018-09-27 08:03:53.265088
24239065;5;7;2018-09-26 21:17:25.073404
25957295;4.5;8;2018-09-27 08:03:53.265088
25957295;4.5;8;2018-09-26 21:17:25.073404
20460034;4.5;20;2018-09-27 08:03:53.265088
20460034;4.5;20;2018-09-26 21:17:25.073404
6874412;5;23;2018-09-27 08:03:53.265088
6874412;5;23;2018-09-26 21:17:25.073404
12788813;5;4;2018-09-27 08:03:53.265088
12788813;5;4;2018-09-26 21:17:25.073404
26870487;5;9;2018-09-27 08:03:53.265088
26870487;5;9;2018-09-26 21:17:25.073404
2158345;4.5;46;2018-09-27 08:03:53.265088
2158345;4.5;46;2018-09-26 21:17:25.073404
728396;5;81;2018-09-27 08:03:53.265088
728396;5;81;2018-09-26 21:17:25.073404
27987350;3.5;3;2018-09-27 08:03:53.265088
27987350;3.5;3;2018-09-26 21:17:25.073404
1085564;4.5;30;2018-09-27 08:03:53.265088
1085564;4.5;30;2018-09-26 21:17:25.073404
3452604;5;10;2018-09-27 08:03:53.265088
3452604;5;10;2018-09-26 21:17:25.073404
7785405;5;40;2018-09-27 08:03:53.265088
7785405;5;40;2018-09-26 21:17:25.073404
23432448;5;14;2018-09-27 08:03:53.265088
23432448;5;14;2018-09-26 21:17:25.073404
15853260;4.5;50;2018-09-27 08:03:53.265088
15853260;4.5;50;2018-09-26 21:17:25.073404
13491097;4.5;40;2018-09-27 08:03:53.265088
13491097;4.5;40;2018-09-26 21:17:25.073404
12578697;5;42;2018-09-27 08:03:53.265088
12578697;5;42;2018-09-26 21:17:25.073404
10246204;4.5;5;2018-09-27 08:03:53.265088
10246204;4.5;5;2018-09-26 21:17:25.073404
14752077;5;12;2018-09-27 08:03:53.265088
14752077;5;12;2018-09-26 21:17:25.073404
5583693;4.5;141;2018-09-27 08:03:53.265088
5583693;4.5;141;2018-09-26 21:17:25.073404
474612;5;28;2018-09-27 08:03:53.265088
474612;5;28;2018-09-26 21:17:25.073404
14956561;4.5;131;2018-09-27 08:03:53.265088
14956561;4.5;131;2018-09-26 21:17:25.073404
12725313;4.5;12;2018-09-27 08:03:53.265088
12725313;4.5;12;2018-09-26 21:17:25.073404
20135133;5;6;2018-09-27 08:03:53.265088
20135133;5;6;2018-09-26 21:17:25.073404
16744299;4.5;17;2018-09-27 08:03:53.265088
16744299;4.5;17;2018-09-26 21:17:25.073404
23246080;5;16;2018-09-27 08:03:53.265088
23246080;5;16;2018-09-26 21:17:25.073404
1649031;4;6;2018-09-27 08:03:53.265088
1649031;4;6;2018-09-26 21:17:25.073404
26025623;5;3;2018-09-27 08:03:53.265088
26025623;5;3;2018-09-26 21:17:25.073404
8278130;5;27;2018-09-27 08:03:53.265088
8278130;5;27;2018-09-26 21:17:25.073404
25766867;5;4;2018-09-26 21:17:25.073404
19421822;5;6;2018-09-27 08:03:53.265088
19421822;5;6;2018-09-26 21:17:25.073404
18185372;5;43;2018-09-27 08:03:53.265088
18185372;5;43;2018-09-26 21:17:25.073404
4148138;4.5;23;2018-09-27 08:03:53.265088
4148138;4.5;23;2018-09-26 21:17:25.073404
2259473;5;5;2018-09-27 08:03:53.265088
2259473;5;5;2018-09-26 21:17:25.073404
6332449;5;144;2018-09-27 08:03:53.265088
6332449;5;144;2018-09-26 21:17:25.073404
26493515;5;5;2018-09-27 08:03:53.265088
26493515;5;5;2018-09-26 21:17:25.073404
2615923;5;138;2018-09-27 08:03:53.265088
2615923;5;138;2018-09-26 21:17:25.073404
1110935;4.5;131;2018-09-27 08:03:53.265088
1110935;4.5;131;2018-09-26 21:17:25.073404
12550943;4.5;9;2018-09-27 08:03:53.265088
12550943;4.5;9;2018-09-26 21:17:25.073404
23880093;4.5;20;2018-09-27 08:03:53.265088
23880093;4.5;20;2018-09-26 21:17:25.073404
25789405;4.5;31;2018-09-27 08:03:53.265088
25789405;4.5;31;2018-09-26 21:17:25.073404
26017092;4.5;10;2018-09-27 08:03:53.265088
26017092;4.5;10;2018-09-26 21:17:25.073404
2389340;4.5;6;2018-09-27 08:03:53.265088
2389340;4.5;6;2018-09-26 21:17:25.073404
1083545;5;166;2018-09-27 08:03:53.265088
1083545;5;166;2018-09-26 21:17:25.073404
13233607;4.5;30;2018-09-27 08:03:53.265088
13233607;4.5;30;2018-09-26 21:17:25.073404
2404406;5;114;2018-09-27 08:03:53.265088
2404406;5;114;2018-09-26 21:17:25.073404
13906730;5;142;2018-09-27 08:03:53.265088
13906730;5;142;2018-09-26 21:17:25.073404
27046394;4;4;2018-09-27 08:03:53.265088
27046394;4;4;2018-09-26 21:17:25.073404
6495864;4.5;14;2018-09-27 08:03:53.265088
6495864;4.5;14;2018-09-26 21:17:25.073404
24746261;5;10;2018-09-27 08:03:53.265088
24746261;5;10;2018-09-26 21:17:25.073404
6541176;5;17;2018-09-27 08:03:53.265088
6541176;5;17;2018-09-26 21:17:25.073404
3254663;4.5;5;2018-09-27 08:03:53.265088
3254663;4.5;5;2018-09-26 21:17:25.073404
27567736;5;3;2018-09-27 08:03:53.265088
27567736;5;3;2018-09-26 21:17:25.073404
12580849;5;10;2018-09-27 08:03:53.265088
12580849;5;10;2018-09-26 21:17:25.073404
22092957;4.5;32;2018-09-27 08:03:53.265088
22092957;4.5;32;2018-09-26 21:17:25.073404
17973038;5;43;2018-09-27 08:03:53.265088
17973038;5;43;2018-09-26 21:17:25.073404
23766064;4.5;20;2018-09-27 08:03:53.265088
23766064;4.5;19;2018-09-26 21:17:25.073404
2293583;4;3;2018-09-27 08:03:53.265088
2293583;4;3;2018-09-26 21:17:25.073404
688223;4.5;16;2018-09-27 08:03:53.265088
688223;4.5;16;2018-09-26 21:17:25.073404
15225871;5;41;2018-09-27 08:03:53.265088
15225871;5;41;2018-09-26 21:17:25.073404
